program,model,filter,plus,minus,AD,AD train,AD test,best train,predicted,best test,fold,dwc
FFmpeg,m,0.25,x,x,0.174,0.173,0.174,0.209,0.208,0.208,2,1073
FFmpeg,m,0.25,x,x,0.174,0.177,0.158,0.211,0.209,0.215,3,1067
FFmpeg,m,0.25,x,x,0.174,0.170,0.187,0.205,0.225,0.225,4,1057
FFmpeg,m,0.30,x,x,0.174,0.172,0.178,0.213,0.202,0.222,0,1026
FFmpeg,m,0.30,x,x,0.174,0.174,0.170,0.208,0.191,0.210,1,1004
FFmpeg,m,0.30,x,x,0.174,0.173,0.174,0.210,0.203,0.211,2,1030
FFmpeg,m,0.30,x,x,0.174,0.177,0.158,0.211,0.210,0.216,3,1021
FFmpeg,m,0.30,x,x,0.174,0.170,0.187,0.205,0.226,0.226,4,1013
FFmpeg,m,0.35,x,x,0.174,0.172,0.178,0.212,0.198,0.222,0,984
FFmpeg,m,0.35,x,x,0.174,0.174,0.170,0.209,0.186,0.210,1,965
FFmpeg,m,0.35,x,x,0.174,0.173,0.174,0.209,0.203,0.216,2,984
FFmpeg,m,0.35,x,x,0.174,0.177,0.158,0.211,0.209,0.221,3,977
FFmpeg,m,0.35,x,x,0.174,0.170,0.187,0.205,0.226,0.231,4,967
FFmpeg,m,0.40,x,x,0.174,0.172,0.178,0.215,0.200,0.222,0,942
FFmpeg,m,0.40,x,x,0.174,0.174,0.170,0.212,0.196,0.212,1,926
FFmpeg,m,0.40,x,x,0.174,0.173,0.174,0.211,0.203,0.221,2,940
FFmpeg,m,0.40,x,x,0.174,0.177,0.158,0.210,0.221,0.225,3,936
FFmpeg,m,0.40,x,x,0.174,0.170,0.187,0.205,0.234,0.235,4,927
FFmpeg,m,0.45,x,x,0.174,0.172,0.178,0.215,0.201,0.216,0,911
FFmpeg,m,0.45,x,x,0.174,0.174,0.170,0.217,0.202,0.219,1,892
FFmpeg,m,0.45,x,x,0.174,0.173,0.174,0.212,0.205,0.223,2,907
FFmpeg,m,0.45,x,x,0.174,0.177,0.158,0.212,0.207,0.229,3,903
FFmpeg,m,0.45,x,x,0.174,0.170,0.187,0.205,0.238,0.238,4,897
FFmpeg,m,0.50,x,x,0.174,0.172,0.178,0.220,0.206,0.210,0,878
FFmpeg,m,0.50,x,x,0.174,0.174,0.170,0.217,0.203,0.219,1,864
FFmpeg,m,0.50,x,x,0.174,0.173,0.174,0.217,0.201,0.228,2,878
FFmpeg,m,0.50,x,x,0.174,0.177,0.158,0.215,0.229,0.234,3,872
FFmpeg,m,0.50,x,x,0.174,0.170,0.187,0.210,0.243,0.243,4,868
FFmpeg,m,0.55,x,x,0.174,0.172,0.178,0.220,0.206,0.211,0,854
FFmpeg,m,0.55,x,x,0.174,0.174,0.170,0.217,0.203,0.217,1,837
FFmpeg,m,0.55,x,x,0.174,0.173,0.174,0.217,0.205,0.232,2,852
FFmpeg,m,0.55,x,x,0.174,0.177,0.158,0.215,0.230,0.235,3,846
FFmpeg,m,0.55,x,x,0.174,0.170,0.187,0.210,0.243,0.243,4,842
FFmpeg,m,0.60,x,x,0.174,0.172,0.178,0.220,0.206,0.212,0,829
FFmpeg,m,0.60,x,x,0.174,0.174,0.170,0.219,0.192,0.217,1,812
FFmpeg,m,0.60,x,x,0.174,0.173,0.174,0.217,0.205,0.232,2,828
FFmpeg,m,0.60,x,x,0.174,0.177,0.158,0.215,0.230,0.237,3,823
FFmpeg,m,0.60,x,x,0.174,0.170,0.187,0.210,0.243,0.243,4,818
FFmpeg,m,0.65,x,x,0.174,0.172,0.178,0.220,0.209,0.215,0,788
FFmpeg,m,0.65,x,x,0.174,0.174,0.170,0.221,0.187,0.208,1,777
FFmpeg,m,0.65,x,x,0.174,0.173,0.174,0.217,0.201,0.234,2,792
FFmpeg,m,0.65,x,x,0.174,0.177,0.158,0.214,0.234,0.239,3,780
FFmpeg,m,0.65,x,x,0.174,0.170,0.187,0.210,0.236,0.246,4,774
FFmpeg,m,0.70,x,x,0.174,0.172,0.178,0.219,0.212,0.222,0,739
FFmpeg,m,0.70,x,x,0.174,0.174,0.170,0.222,0.188,0.217,1,730
FFmpeg,m,0.70,x,x,0.174,0.173,0.174,0.217,0.207,0.236,2,745
FFmpeg,m,0.70,x,x,0.174,0.177,0.158,0.215,0.228,0.239,3,731
FFmpeg,m,0.70,x,x,0.174,0.170,0.187,0.210,0.239,0.244,4,728
FFmpeg,m,0.75,x,x,0.174,0.172,0.178,0.222,0.220,0.224,0,691
FFmpeg,m,0.75,x,x,0.174,0.174,0.170,0.226,0.195,0.205,1,688
FFmpeg,m,0.75,x,x,0.174,0.173,0.174,0.221,0.213,0.238,2,700
FFmpeg,m,0.75,x,x,0.174,0.177,0.158,0.220,0.233,0.239,3,686
FFmpeg,m,0.75,x,x,0.174,0.170,0.187,0.214,0.244,0.248,4,685
FFmpeg,m,0.80,x,x,0.174,0.172,0.178,0.226,0.218,0.227,0,651
FFmpeg,m,0.80,x,x,0.174,0.174,0.170,0.230,0.191,0.217,1,651
FFmpeg,m,0.80,x,x,0.174,0.173,0.174,0.224,0.214,0.239,2,661
FFmpeg,m,0.80,x,x,0.174,0.177,0.158,0.223,0.238,0.244,3,647
FFmpeg,m,0.80,x,x,0.174,0.170,0.187,0.217,0.246,0.256,4,650
FFmpeg,m,0.85,x,x,0.174,0.172,0.178,0.232,0.201,0.209,0,591
FFmpeg,m,0.85,x,x,0.174,0.174,0.170,0.232,0.198,0.217,1,599
FFmpeg,m,0.85,x,x,0.174,0.173,0.174,0.224,0.214,0.245,2,603
FFmpeg,m,0.85,x,x,0.174,0.177,0.158,0.223,0.238,0.251,3,592
FFmpeg,m,0.85,x,x,0.174,0.170,0.187,0.217,0.249,0.267,4,591
FFmpeg,m,0.90,x,x,0.174,0.172,0.178,0.234,0.203,0.227,0,536
FFmpeg,m,0.90,x,x,0.174,0.174,0.170,0.233,0.202,0.219,1,542
FFmpeg,m,0.90,x,x,0.174,0.173,0.174,0.227,0.218,0.247,2,545
FFmpeg,m,0.90,x,x,0.174,0.177,0.158,0.224,0.238,0.258,3,535
FFmpeg,m,0.90,x,x,0.174,0.170,0.187,0.217,0.249,0.271,4,532
FFmpeg,m,0.92,x,x,0.174,0.172,0.178,0.235,0.204,0.227,0,506
FFmpeg,m,0.92,x,x,0.174,0.174,0.170,0.233,0.198,0.204,1,513
FFmpeg,m,0.92,x,x,0.174,0.173,0.174,0.227,0.213,0.249,2,514
FFmpeg,m,0.92,x,x,0.174,0.177,0.158,0.225,0.245,0.258,3,507
FFmpeg,m,0.92,x,x,0.174,0.170,0.187,0.216,0.268,0.273,4,502
FFmpeg,m,0.94,x,x,0.174,0.172,0.178,0.235,0.210,0.227,0,463
FFmpeg,m,0.94,x,x,0.174,0.174,0.170,0.236,0.200,0.202,1,469
FFmpeg,m,0.94,x,x,0.174,0.173,0.174,0.229,0.216,0.255,2,469
FFmpeg,m,0.94,x,x,0.174,0.177,0.158,0.225,0.245,0.263,3,462
FFmpeg,m,0.94,x,x,0.174,0.170,0.187,0.217,0.276,0.276,4,456
FFmpeg,m,0.95,x,x,0.174,0.172,0.178,0.233,0.206,0.227,0,446
FFmpeg,m,0.95,x,x,0.174,0.174,0.170,0.235,0.201,0.203,1,450
FFmpeg,m,0.95,x,x,0.174,0.173,0.174,0.228,0.219,0.256,2,450
FFmpeg,m,0.95,x,x,0.174,0.177,0.158,0.223,0.250,0.263,3,446
FFmpeg,m,0.95,x,x,0.174,0.170,0.187,0.219,0.269,0.273,4,440
FFmpeg,m,0.96,x,x,0.174,0.172,0.178,0.231,0.200,0.223,0,402
FFmpeg,m,0.96,x,x,0.174,0.174,0.170,0.231,0.192,0.203,1,409
FFmpeg,m,0.96,x,x,0.174,0.173,0.174,0.225,0.220,0.243,2,413
FFmpeg,m,0.96,x,x,0.174,0.177,0.158,0.224,0.238,0.250,3,407
FFmpeg,m,0.96,x,x,0.174,0.170,0.187,0.216,0.259,0.267,4,399
FFmpeg,m,0.98,x,x,0.174,0.172,0.178,0.235,0.210,0.224,0,312
FFmpeg,m,0.98,x,x,0.174,0.174,0.170,0.236,0.200,0.202,1,314
FFmpeg,m,0.98,x,x,0.174,0.173,0.174,0.228,0.216,0.252,2,323
FFmpeg,m,0.98,x,x,0.174,0.177,0.158,0.224,0.238,0.261,3,317
FFmpeg,m,0.98,x,x,0.174,0.170,0.187,0.217,0.260,0.276,4,310
FFmpeg,m,0.99,x,x,0.174,0.172,0.178,0.235,0.210,0.215,0,254
FFmpeg,m,0.99,x,x,0.174,0.174,0.170,0.236,0.200,0.203,1,258
FFmpeg,m,0.99,x,x,0.174,0.173,0.174,0.228,0.216,0.255,2,264
FFmpeg,m,0.99,x,x,0.174,0.177,0.158,0.223,0.255,0.263,3,254
FFmpeg,m,0.99,x,x,0.174,0.170,0.187,0.219,0.269,0.276,4,249
FFmpeg,m,0.999,x,x,0.174,0.172,0.178,0.130,0.065,0.118,0,127
FFmpeg,m,0.999,x,x,0.174,0.174,0.170,0.124,0.125,0.142,1,126
FFmpeg,m,0.999,x,x,0.174,0.173,0.174,0.119,0.126,0.163,2,129
FFmpeg,m,0.999,x,x,0.174,0.177,0.158,0.133,0.048,0.097,3,127
FFmpeg,m,0.999,x,x,0.174,0.170,0.187,0.123,0.127,0.176,4,126
FFmpeg,m,0.9995,x,x,0.174,0.172,0.178,0.135,0.099,0.117,0,99
FFmpeg,m,0.9995,x,x,0.174,0.174,0.170,0.128,0.134,0.149,1,98
FFmpeg,m,0.9995,x,x,0.174,0.173,0.174,0.127,0.132,0.163,2,101
FFmpeg,m,0.9995,x,x,0.174,0.177,0.158,0.138,0.093,0.104,3,98
FFmpeg,m,0.9995,x,x,0.174,0.170,0.187,0.122,0.154,0.186,4,97
FFmpeg,m,1.00,x,x,0.174,0.172,0.178,0.000,0.000,0.000,0,4
FFmpeg,m,1.00,x,x,0.174,0.174,0.170,0.000,0.000,0.000,1,4
FFmpeg,m,1.00,x,x,0.174,0.173,0.174,0.000,0.000,0.000,2,3
FFmpeg,m,1.00,x,x,0.174,0.177,0.158,0.000,0.000,0.000,3,4
FFmpeg,m,1.00,x,x,0.174,0.170,0.187,0.000,0.000,0.000,4,4
LibPNG,m,0.00,x,x,0.240,0.210,0.345,0.234,0.413,0.413,0,328
LibPNG,m,0.00,x,x,0.240,0.257,0.165,0.283,0.230,0.230,1,324
LibPNG,m,0.00,x,x,0.240,0.226,0.292,0.253,0.315,0.354,2,333
LibPNG,m,0.00,x,x,0.240,0.250,0.200,0.273,0.258,0.258,3,322
LibPNG,m,0.00,x,x,0.240,0.256,0.169,0.290,0.167,0.234,4,327
LibPNG,m,0.05,x,x,0.240,0.210,0.345,0.258,0.220,0.410,0,205
LibPNG,m,0.05,x,x,0.240,0.257,0.165,0.300,0.230,0.242,1,197
LibPNG,m,0.05,x,x,0.240,0.226,0.292,0.261,0.324,0.438,2,204
LibPNG,m,0.05,x,x,0.240,0.250,0.200,0.289,0.278,0.281,3,196
LibPNG,m,0.05,x,x,0.240,0.256,0.169,0.303,0.181,0.234,4,200
LibPNG,m,0.10,x,x,0.240,0.210,0.345,0.267,0.222,0.424,0,186
LibPNG,m,0.10,x,x,0.240,0.257,0.165,0.303,0.250,0.250,1,180
LibPNG,m,0.10,x,x,0.240,0.226,0.292,0.258,0.324,0.438,2,187
LibPNG,m,0.10,x,x,0.240,0.250,0.200,0.295,0.287,0.287,3,176
LibPNG,m,0.10,x,x,0.240,0.256,0.169,0.299,0.176,0.238,4,180
LibPNG,m,0.15,x,x,0.240,0.210,0.345,0.268,0.222,0.424,0,179
LibPNG,m,0.15,x,x,0.240,0.257,0.165,0.300,0.230,0.250,1,173
LibPNG,m,0.15,x,x,0.240,0.226,0.292,0.261,0.324,0.438,2,179
LibPNG,m,0.15,x,x,0.240,0.250,0.200,0.289,0.278,0.278,3,168
LibPNG,m,0.15,x,x,0.240,0.256,0.169,0.302,0.181,0.242,4,173
LibPNG,m,0.20,x,x,0.240,0.210,0.345,0.268,0.222,0.424,0,173
LibPNG,m,0.20,x,x,0.240,0.257,0.165,0.300,0.230,0.250,1,167
LibPNG,m,0.20,x,x,0.240,0.226,0.292,0.261,0.324,0.438,2,173
LibPNG,m,0.20,x,x,0.240,0.250,0.200,0.288,0.272,0.281,3,164
LibPNG,m,0.20,x,x,0.240,0.256,0.169,0.302,0.181,0.259,4,167
LibPNG,m,0.25,x,x,0.240,0.210,0.345,0.268,0.233,0.427,0,166
LibPNG,m,0.25,x,x,0.240,0.257,0.165,0.301,0.230,0.263,1,160
LibPNG,m,0.25,x,x,0.240,0.226,0.292,0.258,0.347,0.438,2,168
LibPNG,m,0.25,x,x,0.240,0.250,0.200,0.289,0.278,0.281,3,157
LibPNG,m,0.25,x,x,0.240,0.256,0.169,0.304,0.188,0.259,4,161
LibPNG,m,0.30,x,x,0.240,0.210,0.345,0.280,0.244,0.427,0,159
LibPNG,m,0.30,x,x,0.240,0.257,0.165,0.301,0.230,0.263,1,153
LibPNG,m,0.30,x,x,0.240,0.226,0.292,0.261,0.324,0.438,2,163
LibPNG,m,0.30,x,x,0.240,0.250,0.200,0.289,0.278,0.281,3,150
LibPNG,m,0.30,x,x,0.240,0.256,0.169,0.303,0.181,0.263,4,155
LibPNG,m,0.35,x,x,0.240,0.210,0.345,0.281,0.244,0.427,0,157
LibPNG,m,0.35,x,x,0.240,0.257,0.165,0.301,0.230,0.263,1,151
LibPNG,m,0.35,x,x,0.240,0.226,0.292,0.261,0.324,0.438,2,161
LibPNG,m,0.35,x,x,0.240,0.250,0.200,0.289,0.278,0.281,3,149
LibPNG,m,0.35,x,x,0.240,0.256,0.169,0.303,0.181,0.263,4,153
LibPNG,m,0.40,x,x,0.240,0.210,0.345,0.284,0.244,0.398,0,148
LibPNG,m,0.40,x,x,0.240,0.257,0.165,0.299,0.247,0.283,1,143
LibPNG,m,0.40,x,x,0.240,0.226,0.292,0.258,0.347,0.423,2,153
LibPNG,m,0.40,x,x,0.240,0.250,0.200,0.291,0.281,0.281,3,140
LibPNG,m,0.40,x,x,0.240,0.256,0.169,0.304,0.188,0.263,4,145
LibPNG,m,0.45,x,x,0.240,0.210,0.345,0.286,0.247,0.398,0,144
LibPNG,m,0.45,x,x,0.240,0.257,0.165,0.299,0.247,0.283,1,139
LibPNG,m,0.45,x,x,0.240,0.226,0.292,0.263,0.347,0.429,2,150
LibPNG,m,0.45,x,x,0.240,0.250,0.200,0.291,0.281,0.281,3,136
LibPNG,m,0.45,x,x,0.240,0.256,0.169,0.309,0.188,0.263,4,142
LibPNG,m,0.50,x,x,0.240,0.210,0.345,0.284,0.244,0.253,0,140
LibPNG,m,0.50,x,x,0.240,0.257,0.165,0.281,0.263,0.283,1,135
LibPNG,m,0.50,x,x,0.240,0.226,0.292,0.236,0.429,0.429,2,145
LibPNG,m,0.50,x,x,0.240,0.250,0.200,0.270,0.238,0.286,3,132
LibPNG,m,0.50,x,x,0.240,0.256,0.169,0.290,0.192,0.263,4,137
LibPNG,m,0.55,x,x,0.240,0.210,0.345,0.286,0.247,0.256,0,136
LibPNG,m,0.55,x,x,0.240,0.257,0.165,0.282,0.283,0.283,1,131
LibPNG,m,0.55,x,x,0.240,0.226,0.292,0.237,0.429,0.438,2,141
LibPNG,m,0.55,x,x,0.240,0.250,0.200,0.271,0.246,0.286,3,129
LibPNG,m,0.55,x,x,0.240,0.256,0.169,0.292,0.100,0.263,4,133
LibPNG,m,0.60,x,x,0.240,0.210,0.345,0.286,0.260,0.260,0,129
LibPNG,m,0.60,x,x,0.240,0.257,0.165,0.284,0.283,0.283,1,124
LibPNG,m,0.60,x,x,0.240,0.226,0.292,0.240,0.405,0.438,2,134
LibPNG,m,0.60,x,x,0.240,0.250,0.200,0.271,0.246,0.286,3,124
LibPNG,m,0.60,x,x,0.240,0.256,0.169,0.296,0.100,0.263,4,126
LibPNG,m,0.65,x,x,0.240,0.210,0.345,0.287,0.250,0.263,0,121
LibPNG,m,0.65,x,x,0.240,0.257,0.165,0.282,0.283,0.294,1,116
LibPNG,m,0.65,x,x,0.240,0.226,0.292,0.236,0.429,0.441,2,125
LibPNG,m,0.65,x,x,0.240,0.250,0.200,0.271,0.238,0.263,3,117
LibPNG,m,0.65,x,x,0.240,0.256,0.169,0.299,0.100,0.263,4,119
LibPNG,m,0.70,x,x,0.240,0.210,0.345,0.287,0.260,0.263,0,113
LibPNG,m,0.70,x,x,0.240,0.257,0.165,0.283,0.283,0.300,1,109
LibPNG,m,0.70,x,x,0.240,0.226,0.292,0.236,0.429,0.448,2,118
LibPNG,m,0.70,x,x,0.240,0.250,0.200,0.271,0.246,0.282,3,110
LibPNG,m,0.70,x,x,0.240,0.256,0.169,0.296,0.100,0.263,4,111
LibPNG,m,0.75,x,x,0.240,0.210,0.345,0.286,0.260,0.263,0,108
LibPNG,m,0.75,x,x,0.240,0.257,0.165,0.282,0.283,0.300,1,104
LibPNG,m,0.75,x,x,0.240,0.226,0.292,0.239,0.405,0.448,2,114
LibPNG,m,0.75,x,x,0.240,0.250,0.200,0.273,0.246,0.286,3,106
LibPNG,m,0.75,x,x,0.240,0.256,0.169,0.299,0.100,0.263,4,106
LibPNG,m,0.80,x,x,0.240,0.210,0.345,0.287,0.250,0.263,0,104
LibPNG,m,0.80,x,x,0.240,0.257,0.165,0.284,0.283,0.300,1,100
LibPNG,m,0.80,x,x,0.240,0.226,0.292,0.240,0.405,0.448,2,110
LibPNG,m,0.80,x,x,0.240,0.250,0.200,0.272,0.246,0.286,3,103
LibPNG,m,0.80,x,x,0.240,0.256,0.169,0.299,0.100,0.263,4,103
LibPNG,m,0.85,x,x,0.240,0.210,0.345,0.286,0.260,0.263,0,94
LibPNG,m,0.85,x,x,0.240,0.257,0.165,0.281,0.263,0.306,1,93
LibPNG,m,0.85,x,x,0.240,0.226,0.292,0.239,0.405,0.462,2,103
LibPNG,m,0.85,x,x,0.240,0.250,0.200,0.271,0.246,0.286,3,93
LibPNG,m,0.85,x,x,0.240,0.256,0.169,0.295,0.100,0.263,4,94
LibPNG,m,0.90,x,x,0.240,0.210,0.345,0.287,0.260,0.260,0,84
LibPNG,m,0.90,x,x,0.240,0.257,0.165,0.283,0.283,0.306,1,84
LibPNG,m,0.90,x,x,0.240,0.226,0.292,0.240,0.405,0.469,2,95
LibPNG,m,0.90,x,x,0.240,0.250,0.200,0.272,0.246,0.273,3,84
LibPNG,m,0.90,x,x,0.240,0.256,0.169,0.299,0.100,0.263,4,88
LibPNG,m,0.92,x,x,0.240,0.210,0.345,0.302,0.211,0.263,0,77
LibPNG,m,0.92,x,x,0.240,0.257,0.165,0.281,0.263,0.306,1,79
LibPNG,m,0.92,x,x,0.240,0.226,0.292,0.240,0.405,0.469,2,88
LibPNG,m,0.92,x,x,0.240,0.250,0.200,0.280,0.288,0.306,3,77
LibPNG,m,0.92,x,x,0.240,0.256,0.169,0.304,0.122,0.263,4,82
LibPNG,m,0.94,x,x,0.240,0.210,0.345,0.306,0.227,0.263,0,72
LibPNG,m,0.94,x,x,0.240,0.257,0.165,0.282,0.283,0.306,1,75
LibPNG,m,0.94,x,x,0.240,0.226,0.292,0.240,0.405,0.462,2,83
LibPNG,m,0.94,x,x,0.240,0.250,0.200,0.280,0.288,0.326,3,72
LibPNG,m,0.94,x,x,0.240,0.256,0.169,0.304,0.122,0.263,4,79
LibPNG,m,0.95,x,x,0.240,0.210,0.345,0.312,0.227,0.263,0,69
LibPNG,m,0.95,x,x,0.240,0.257,0.165,0.284,0.283,0.357,1,72
LibPNG,m,0.95,x,x,0.240,0.226,0.292,0.234,0.431,0.462,2,80
LibPNG,m,0.95,x,x,0.240,0.250,0.200,0.274,0.312,0.326,3,70
LibPNG,m,0.95,x,x,0.240,0.256,0.169,0.300,0.132,0.263,4,76
LibPNG,m,0.96,x,x,0.240,0.210,0.345,0.317,0.227,0.263,0,63
LibPNG,m,0.96,x,x,0.240,0.257,0.165,0.284,0.283,0.405,1,64
LibPNG,m,0.96,x,x,0.240,0.226,0.292,0.245,0.446,0.469,2,72
LibPNG,m,0.96,x,x,0.240,0.250,0.200,0.287,0.333,0.341,3,61
LibPNG,m,0.96,x,x,0.240,0.256,0.169,0.314,0.139,0.263,4,69
LibPNG,m,0.98,x,x,0.240,0.210,0.345,0.317,0.227,0.263,0,56
LibPNG,m,0.98,x,x,0.240,0.257,0.165,0.280,0.405,0.405,1,56
LibPNG,m,0.98,x,x,0.240,0.226,0.292,0.258,0.370,0.469,2,63
LibPNG,m,0.98,x,x,0.240,0.250,0.200,0.287,0.333,0.341,3,54
LibPNG,m,0.98,x,x,0.240,0.256,0.169,0.315,0.139,0.263,4,61
LibPNG,m,0.99,x,x,0.240,0.210,0.345,0.317,0.227,0.234,0,46
LibPNG,m,0.99,x,x,0.240,0.257,0.165,0.282,0.405,0.441,1,47
LibPNG,m,0.99,x,x,0.240,0.226,0.292,0.262,0.364,0.469,2,53
LibPNG,m,0.99,x,x,0.240,0.250,0.200,0.281,0.238,0.349,3,47
LibPNG,m,0.99,x,x,0.240,0.256,0.169,0.308,0.143,0.179,4,51
LibPNG,m,0.999,x,x,0.240,0.210,0.345,0.303,0.234,0.234,0,27
LibPNG,m,0.999,x,x,0.240,0.257,0.165,0.268,0.417,0.455,1,24
LibPNG,m,0.999,x,x,0.240,0.226,0.292,0.263,0.364,0.392,2,29
LibPNG,m,0.999,x,x,0.240,0.250,0.200,0.291,0.139,0.349,3,26
LibPNG,m,0.999,x,x,0.240,0.256,0.169,0.310,0.143,0.179,4,28
LibPNG,m,0.9995,x,x,0.240,0.210,0.345,0.314,0.159,0.234,0,22
LibPNG,m,0.9995,x,x,0.240,0.257,0.165,0.262,0.429,0.500,1,18
LibPNG,m,0.9995,x,x,0.240,0.226,0.292,0.254,0.385,0.392,2,22
LibPNG,m,0.9995,x,x,0.240,0.250,0.200,0.296,0.143,0.278,3,19
LibPNG,m,0.9995,x,x,0.240,0.256,0.169,0.305,0.156,0.156,4,21
LibPNG,m,1.00,x,x,0.240,0.210,0.345,0.000,0.000,0.000,0,1
LibPNG,m,1.00,x,x,0.240,0.257,0.165,0.000,0.000,0.000,1,1
LibPNG,m,1.00,x,x,0.240,0.226,0.292,0.000,0.000,0.000,2,1
LibPNG,m,1.00,x,x,0.240,0.250,0.200,0.000,0.000,0.000,3,0
LibPNG,m,1.00,x,x,0.240,0.256,0.169,0.000,0.000,0.000,4,1
LibTIFF,m,0.00,x,x,0.418,0.414,0.435,0.444,0.393,0.429,0,423
LibTIFF,m,0.00,x,x,0.418,0.380,0.542,0.408,0.486,0.539,1,443
LibTIFF,m,0.00,x,x,0.418,0.428,0.378,0.447,0.387,0.458,2,439
LibTIFF,m,0.00,x,x,0.418,0.428,0.378,0.461,0.307,0.451,3,425
LibTIFF,m,0.00,x,x,0.418,0.439,0.318,0.457,0.261,0.342,4,438
LibTIFF,m,0.05,x,x,0.418,0.414,0.435,0.468,0.379,0.465,0,279
LibTIFF,m,0.05,x,x,0.418,0.380,0.542,0.430,0.482,0.492,1,291
LibTIFF,m,0.05,x,x,0.418,0.428,0.378,0.473,0.430,0.496,2,282
LibTIFF,m,0.05,x,x,0.418,0.428,0.378,0.462,0.310,0.488,3,272
LibTIFF,m,0.05,x,x,0.418,0.439,0.318,0.480,0.278,0.350,4,285
LibTIFF,m,0.10,x,x,0.418,0.414,0.435,0.486,0.366,0.410,0,249
LibTIFF,m,0.10,x,x,0.418,0.380,0.542,0.441,0.500,0.503,1,263
LibTIFF,m,0.10,x,x,0.418,0.428,0.378,0.482,0.455,0.458,2,256
LibTIFF,m,0.10,x,x,0.418,0.428,0.378,0.471,0.504,0.504,3,250
LibTIFF,m,0.10,x,x,0.418,0.439,0.318,0.497,0.280,0.316,4,259
LibTIFF,m,0.15,x,x,0.418,0.414,0.435,0.488,0.366,0.413,0,237
LibTIFF,m,0.15,x,x,0.418,0.380,0.542,0.441,0.503,0.503,1,253
LibTIFF,m,0.15,x,x,0.418,0.428,0.378,0.481,0.455,0.462,2,245
LibTIFF,m,0.15,x,x,0.418,0.428,0.378,0.475,0.504,0.504,3,238
LibTIFF,m,0.15,x,x,0.418,0.439,0.318,0.498,0.280,0.316,4,246
LibTIFF,m,0.20,x,x,0.418,0.414,0.435,0.492,0.366,0.417,0,226
LibTIFF,m,0.20,x,x,0.418,0.380,0.542,0.441,0.503,0.500,1,241
LibTIFF,m,0.20,x,x,0.418,0.428,0.378,0.485,0.455,0.462,2,232
LibTIFF,m,0.20,x,x,0.418,0.428,0.378,0.477,0.508,0.508,3,228
LibTIFF,m,0.20,x,x,0.418,0.439,0.318,0.498,0.280,0.319,4,235
LibTIFF,m,0.25,x,x,0.418,0.414,0.435,0.488,0.366,0.392,0,223
LibTIFF,m,0.25,x,x,0.418,0.380,0.542,0.442,0.503,0.503,1,237
LibTIFF,m,0.25,x,x,0.418,0.428,0.378,0.483,0.455,0.462,2,228
LibTIFF,m,0.25,x,x,0.418,0.428,0.378,0.475,0.504,0.513,3,224
LibTIFF,m,0.25,x,x,0.418,0.439,0.318,0.498,0.280,0.301,4,232
LibTIFF,m,0.30,x,x,0.418,0.414,0.435,0.489,0.366,0.396,0,212
LibTIFF,m,0.30,x,x,0.418,0.380,0.542,0.444,0.490,0.503,1,226
LibTIFF,m,0.30,x,x,0.418,0.428,0.378,0.485,0.474,0.482,2,217
LibTIFF,m,0.30,x,x,0.418,0.428,0.378,0.476,0.508,0.517,3,213
LibTIFF,m,0.30,x,x,0.418,0.439,0.318,0.502,0.245,0.301,4,221
LibTIFF,m,0.35,x,x,0.418,0.414,0.435,0.492,0.366,0.393,0,204
LibTIFF,m,0.35,x,x,0.418,0.380,0.542,0.450,0.493,0.503,1,218
LibTIFF,m,0.35,x,x,0.418,0.428,0.378,0.483,0.455,0.482,2,213
LibTIFF,m,0.35,x,x,0.418,0.428,0.378,0.478,0.508,0.522,3,205
LibTIFF,m,0.35,x,x,0.418,0.439,0.318,0.507,0.253,0.301,4,214
LibTIFF,m,0.40,x,x,0.418,0.414,0.435,0.496,0.369,0.372,0,196
LibTIFF,m,0.40,x,x,0.418,0.380,0.542,0.455,0.493,0.503,1,209
LibTIFF,m,0.40,x,x,0.418,0.428,0.378,0.485,0.455,0.482,2,205
LibTIFF,m,0.40,x,x,0.418,0.428,0.378,0.475,0.504,0.526,3,198
LibTIFF,m,0.40,x,x,0.418,0.439,0.318,0.509,0.253,0.301,4,205
LibTIFF,m,0.45,x,x,0.418,0.414,0.435,0.490,0.369,0.396,0,188
LibTIFF,m,0.45,x,x,0.418,0.380,0.542,0.452,0.493,0.503,1,201
LibTIFF,m,0.45,x,x,0.418,0.428,0.378,0.485,0.474,0.482,2,197
LibTIFF,m,0.45,x,x,0.418,0.428,0.378,0.478,0.508,0.526,3,191
LibTIFF,m,0.45,x,x,0.418,0.439,0.318,0.504,0.255,0.275,4,198
LibTIFF,m,0.50,x,x,0.418,0.414,0.435,0.492,0.369,0.396,0,184
LibTIFF,m,0.50,x,x,0.418,0.380,0.542,0.455,0.493,0.500,1,195
LibTIFF,m,0.50,x,x,0.418,0.428,0.378,0.484,0.470,0.482,2,190
LibTIFF,m,0.50,x,x,0.418,0.428,0.378,0.478,0.508,0.531,3,185
LibTIFF,m,0.50,x,x,0.418,0.439,0.318,0.509,0.253,0.278,4,191
LibTIFF,m,0.55,x,x,0.418,0.414,0.435,0.496,0.369,0.400,0,180
LibTIFF,m,0.55,x,x,0.418,0.380,0.542,0.455,0.493,0.500,1,190
LibTIFF,m,0.55,x,x,0.418,0.428,0.378,0.485,0.455,0.487,2,185
LibTIFF,m,0.55,x,x,0.418,0.428,0.378,0.478,0.526,0.531,3,180
